,name,face_image,mean,minimum,maximum,median,mode
142,Ross McEwan,"[[[198 207 240]
  [196 205 238]
  [197 206 240]
  ...
  [131 163 228]
  [131 163 228]
  [136 166 231]]

 [[194 203 237]
  [193 202 236]
  [195 204 238]
  ...
  [128 160 225]
  [125 157 222]
  [130 160 225]]

 [[193 203 237]
  [187 197 231]
  [192 201 235]
  ...
  [128 160 225]
  [123 155 220]
  [128 159 222]]

 ...

 [[157 173 216]
  [159 176 219]
  [159 176 219]
  ...
  [134 161 218]
  [135 162 219]
  [131 157 217]]

 [[161 177 220]
  [158 175 218]
  [157 174 217]
  ...
  [137 164 220]
  [137 164 220]
  [131 158 215]]

 [[163 180 223]
  [152 171 214]
  [150 167 210]
  ...
  [134 161 212]
  [130 156 210]
  [126 151 207]]]",183.6614077234752,22.0,251.0,191.0,208.0
143,Safra Catz,"[[[  5   4   6]
  [  5   4   6]
  [  1   1   1]
  ...
  [111 111 159]
  [ 55  58  89]
  [ 28  34  53]]

 [[  2   1   3]
  [  4   3   5]
  [  6   6   6]
  ...
  [120 120 166]
  [ 64  66 100]
  [ 33  37  61]]

 [[  0   0   1]
  [  3   2   4]
  [  5   4   6]
  ...
  [135 136 180]
  [ 78  79 117]
  [ 40  42  72]]

 ...

 [[156 155 187]
  [152 149 188]
  [128 124 176]
  ...
  [113 113 161]
  [115 114 164]
  [131 133 174]]

 [[158 159 185]
  [167 169 200]
  [114 117 168]
  ...
  [121 123 164]
  [123 128 161]
  [129 129 169]]

 [[157 158 186]
  [158 159 193]
  [120 124 173]
  ...
  [125 124 166]
  [133 137 172]
  [134 133 175]]]",147.41981714850508,1.0,225.0,161.0,199.0
144,Salil Parekh,"[[[108 137 176]
  [ 99 127 168]
  [ 96 124 165]
  ...
  [130 154 182]
  [124 148 172]
  [101 126 146]]

 [[104 132 173]
  [ 97 125 166]
  [ 98 126 167]
  ...
  [135 159 189]
  [137 160 186]
  [111 135 157]]

 [[101 129 170]
  [ 99 127 168]
  [102 130 171]
  ...
  [140 164 194]
  [127 150 176]
  [113 137 161]]

 ...

 [[ 47  94 155]
  [ 43  90 152]
  [ 38  89 152]
  ...
  [ 66 100 154]
  [ 73 105 158]
  [ 74 107 157]]

 [[ 45  92 153]
  [ 40  87 149]
  [ 35  86 149]
  ...
  [ 55  89 143]
  [ 65  99 152]
  [ 66 101 151]]

 [[ 44  91 152]
  [ 40  87 149]
  [ 34  85 148]
  ...
  [ 53  87 141]
  [ 61  95 148]
  [ 63  98 148]]]",112.62145929713498,5.0,245.0,108.0,108.0
146,Scott Etzler,"[[[176 185 229]
  [176 185 228]
  [178 185 228]
  ...
  [112 141 210]
  [111 140 209]
  [110 139 206]]

 [[177 186 230]
  [177 186 229]
  [180 187 230]
  ...
  [113 142 211]
  [111 140 209]
  [110 139 206]]

 [[177 186 230]
  [178 187 230]
  [181 188 231]
  ...
  [113 142 211]
  [111 140 209]
  [110 139 206]]

 ...

 [[152 159 198]
  [148 155 194]
  [149 156 195]
  ...
  [140 154 206]
  [132 146 199]
  [123 139 192]]

 [[153 160 199]
  [150 157 196]
  [149 156 195]
  ...
  [136 149 201]
  [127 141 193]
  [120 136 189]]

 [[154 160 201]
  [152 158 199]
  [151 157 198]
  ...
  [134 148 197]
  [126 140 192]
  [122 136 188]]]",158.2783446712018,29.0,215.0,161.0,156.0
147,Sergio Ermotti,"[[[131 170 222]
  [135 171 219]
  [141 177 225]
  ...
  [106 139 188]
  [ 94 127 176]
  [ 92 125 174]]

 [[133 170 220]
  [140 176 224]
  [138 174 222]
  ...
  [ 97 130 179]
  [ 95 128 177]
  [ 94 127 176]]

 [[135 170 220]
  [148 181 230]
  [139 172 221]
  ...
  [ 96 129 178]
  [ 95 128 177]
  [ 96 129 178]]

 ...

 [[133 167 213]
  [133 164 209]
  [142 171 216]
  ...
  [ 96 128 171]
  [ 96 128 171]
  [ 99 128 172]]

 [[132 166 212]
  [130 163 209]
  [138 169 214]
  ...
  [ 97 129 172]
  [ 92 124 167]
  [ 95 124 168]]

 [[128 164 212]
  [125 159 205]
  [131 164 210]
  ...
  [101 133 176]
  [ 91 123 166]
  [ 94 123 167]]]",171.37450025750343,1.0,255.0,183.0,198.0
149,Shantanu Narayen,"[[[ 45  51  88]
  [ 51  56  95]
  [ 48  53  92]
  ...
  [ 57  63 108]
  [ 64  70 115]
  [ 68  77 121]]

 [[ 48  53  84]
  [ 52  52  88]
  [ 51  51  87]
  ...
  [ 75  75 121]
  [ 72  72 118]
  [ 71  71 119]]

 [[ 50  52  83]
  [ 51  50  84]
  [ 54  53  87]
  ...
  [ 82  90 127]
  [ 84  92 129]
  [ 69  77 114]]

 ...

 [[ 43  53  71]
  [ 42  52  70]
  [ 42  51  71]
  ...
  [ 27  39  57]
  [ 31  43  61]
  [ 30  42  60]]

 [[ 36  51  67]
  [ 39  54  70]
  [ 42  56  74]
  ...
  [ 31  40  60]
  [ 29  38  58]
  [ 27  33  56]]

 [[ 31  48  61]
  [ 37  54  67]
  [ 45  61  77]
  ...
  [ 38  42  66]
  [ 32  36  60]
  [ 25  29  53]]]",71.43994843185254,1.0,254.0,74.0,85.0
152,Stephen A,"[[[228 223 220]
  [229 222 219]
  [222 214 214]
  ...
  [122 141 209]
  [132 149 216]
  [128 145 212]]

 [[229 223 218]
  [228 221 218]
  [214 206 206]
  ...
  [119 138 206]
  [125 144 211]
  [122 141 208]]

 [[228 222 217]
  [227 221 216]
  [213 206 203]
  ...
  [116 135 203]
  [120 139 206]
  [121 140 207]]

 ...

 [[209 201 202]
  [163 160 169]
  [140 149 169]
  ...
  [ 70  93 171]
  [ 79 103 179]
  [ 84 109 183]]

 [[211 202 199]
  [176 172 177]
  [141 148 167]
  ...
  [ 69  93 169]
  [ 82 106 182]
  [ 85 110 184]]

 [[214 202 196]
  [189 184 185]
  [136 143 160]
  ...
  [ 73  97 173]
  [ 78 104 180]
  [ 83 110 184]]]",127.08067867036011,17.0,223.0,134.0,157.0
153,Stephen Squeri,"[[[150 173 223]
  [134 163 214]
  [134 162 216]
  ...
  [154 182 229]
  [161 184 232]
  [163 187 233]]

 [[146 171 221]
  [130 158 212]
  [138 166 220]
  ...
  [155 181 227]
  [159 185 232]
  [161 187 234]]

 [[141 166 216]
  [133 161 215]
  [141 169 223]
  ...
  [157 183 229]
  [158 184 231]
  [159 185 232]]

 ...

 [[161 186 228]
  [156 179 227]
  [157 180 228]
  ...
  [137 161 215]
  [122 148 202]
  [110 138 192]]

 [[160 185 229]
  [151 174 222]
  [153 176 224]
  ...
  [138 162 216]
  [124 150 204]
  [109 137 191]]

 [[159 184 228]
  [151 174 222]
  [152 175 223]
  ...
  [133 159 213]
  [116 144 198]
  [100 128 182]]]",187.65621097029134,1.0,255.0,197.0,204.0
154,Steve Easterbrook,"[[[102 147 184]
  [118 163 200]
  [133 178 216]
  ...
  [  0   0   1]
  [  0   0   0]
  [  1   1   1]]

 [[107 152 189]
  [123 168 205]
  [137 182 220]
  ...
  [  0   1   2]
  [  0   0   0]
  [  1   1   1]]

 [[113 158 196]
  [127 172 210]
  [139 183 224]
  ...
  [  0   1   2]
  [  0   1   0]
  [  2   2   2]]

 ...

 [[122 162 220]
  [126 166 225]
  [123 167 230]
  ...
  [142 151 194]
  [ 88  95 144]
  [ 34  39  88]]

 [[124 164 222]
  [126 169 226]
  [130 171 233]
  ...
  [133 145 187]
  [ 78  88 136]
  [ 25  32  81]]

 [[127 168 223]
  [130 173 230]
  [132 176 237]
  ...
  [120 136 179]
  [ 67  79 127]
  [ 20  27  76]]]",190.26995604707216,1.0,255.0,201.0,228.0
155,Steve Rowe,"[[[181 199 240]
  [179 197 238]
  [180 199 236]
  ...
  [143 161 192]
  [147 165 196]
  [145 166 194]]

 [[187 205 246]
  [188 206 247]
  [183 202 239]
  ...
  [150 165 197]
  [153 168 200]
  [150 168 197]]

 [[177 195 236]
  [180 198 239]
  [174 193 231]
  ...
  [153 169 198]
  [155 171 200]
  [151 169 198]]

 ...

 [[155 174 217]
  [157 176 219]
  [155 177 219]
  ...
  [109 128 161]
  [108 128 159]
  [116 137 169]]

 [[157 177 218]
  [158 178 219]
  [162 181 224]
  ...
  [108 129 161]
  [108 129 160]
  [114 135 167]]

 [[165 183 224]
  [165 183 224]
  [161 179 220]
  ...
  [103 123 158]
  [107 128 160]
  [110 133 165]]]",158.5744,1.0,226.0,170.0,191.0
156,Steven A,"[[[ 89 148 255]
  [ 87 146 255]
  [ 88 149 255]
  ...
  [ 73 137 255]
  [ 74 139 254]
  [ 67 135 248]]

 [[ 89 148 255]
  [ 91 150 255]
  [ 87 148 255]
  ...
  [ 71 135 253]
  [ 71 136 251]
  [ 65 133 246]]

 [[ 90 147 255]
  [ 92 151 255]
  [ 87 148 255]
  ...
  [ 70 134 252]
  [ 68 133 248]
  [ 65 133 246]]

 ...

 [[ 65  94 179]
  [ 71 102 187]
  [ 71 108 190]
  ...
  [ 95 135 177]
  [102 137 180]
  [ 90 124 167]]

 [[ 62  92 181]
  [ 68 100 189]
  [ 71 107 191]
  ...
  [ 13  47  90]
  [ 51  81 122]
  [ 83 113 154]]

 [[ 62  93 184]
  [ 69 100 191]
  [ 74 109 195]
  ...
  [ 23  50  94]
  [ 62  88 128]
  [ 97 123 163]]]",160.35965717783898,11.0,212.0,170.0,206.0
157,Sumner Redstone,"[[[117 143 190]
  [117 143 190]
  [117 143 190]
  ...
  [163 182 225]
  [160 180 221]
  [155 175 216]]

 [[117 143 190]
  [117 143 190]
  [117 143 190]
  ...
  [162 182 223]
  [158 178 219]
  [154 175 213]]

 [[113 141 188]
  [114 142 189]
  [115 143 190]
  ...
  [159 180 218]
  [156 177 215]
  [154 175 213]]

 ...

 [[100 124 176]
  [ 97 124 175]
  [ 97 124 175]
  ...
  [140 157 206]
  [141 158 207]
  [140 157 206]]

 [[102 126 178]
  [ 98 125 176]
  [ 98 125 176]
  ...
  [140 157 206]
  [141 158 207]
  [140 157 206]]

 [[105 130 180]
  [100 127 177]
  [ 99 126 176]
  ...
  [140 157 206]
  [141 158 207]
  [141 158 207]]]",172.53993985582517,16.0,255.0,176.0,187.0
158,Sundar Pichai,"[[[ 66  87 155]
  [ 71  95 171]
  [ 68  95 175]
  ...
  [ 72  90 151]
  [ 62  76 129]
  [ 26  33  76]]

 [[ 63  84 152]
  [ 64  89 163]
  [ 62  90 167]
  ...
  [ 77  94 157]
  [ 80  94 147]
  [ 25  32  75]]

 [[ 48  70 136]
  [ 56  80 152]
  [ 55  81 157]
  ...
  [108 123 186]
  [ 98 110 164]
  [ 88  95 138]]

 ...

 [[ 48  56  96]
  [ 79  88 145]
  [ 76  88 160]
  ...
  [  0   5  57]
  [  0   0  52]
  [ 89 102 158]]

 [[ 40  49  82]
  [ 76  84 137]
  [ 64  75 143]
  ...
  [  0   0  52]
  [  1  12  70]
  [ 92 103 160]]

 [[ 28  37  64]
  [ 62  70 117]
  [ 55  66 128]
  ...
  [ 11  19  79]
  [  9  17  77]
  [ 74  85 137]]]",97.65105601469237,6.0,242.0,102.0,58.0
159,Sunil Bharti Mittal,"[[[ 94 141 192]
  [ 94 141 192]
  [ 97 144 195]
  ...
  [135 136 127]
  [126 130 125]
  [119 122 120]]

 [[ 91 138 189]
  [ 90 137 188]
  [ 93 140 191]
  ...
  [139 139 133]
  [135 136 132]
  [122 125 123]]

 [[101 143 196]
  [102 142 195]
  [102 142 195]
  ...
  [138 142 131]
  [140 139 135]
  [129 127 127]]

 ...

 [[ 87 133 191]
  [ 90 134 193]
  [ 95 139 198]
  ...
  [110  96  67]
  [109  96  64]
  [107  93  65]]

 [[ 89 135 193]
  [ 91 135 194]
  [ 93 137 196]
  ...
  [113  99  70]
  [114 101  69]
  [114 100  72]]

 [[ 94 141 197]
  [ 91 136 193]
  [ 87 132 189]
  ...
  [116 100  71]
  [114 101  69]
  [116 102  74]]]",118.42530139063825,1.0,255.0,126.0,162.0
160,Tapan Singhel,"[[[177 195 224]
  [177 195 226]
  [175 194 229]
  ...
  [ 96 138 213]
  [ 96 136 211]
  [ 97 137 212]]

 [[179 195 224]
  [176 194 225]
  [171 190 225]
  ...
  [ 97 139 214]
  [ 96 136 211]
  [ 91 131 206]]

 [[182 198 227]
  [182 200 231]
  [177 196 229]
  ...
  [ 92 134 209]
  [ 88 130 205]
  [ 88 128 203]]

 ...

 [[ 83  96  82]
  [159 173 171]
  [189 203 215]
  ...
  [ 83 119 207]
  [ 78 113 199]
  [ 68 102 186]]

 [[ 51  63  45]
  [114 126 120]
  [180 195 204]
  ...
  [ 77 113 201]
  [ 73 108 194]
  [ 67  99 182]]

 [[ 34  43  30]
  [ 73  83  77]
  [159 171 181]
  ...
  [ 71 108 198]
  [ 67 102 188]
  [ 61  94 174]]]",154.93750566893425,2.0,252.0,165.0,184.0
161,Terry Gou,"[[[ 60 100 175]
  [ 62 102 177]
  [ 66 106 181]
  ...
  [136 167 206]
  [149 181 217]
  [153 185 221]]

 [[ 62 104 179]
  [ 69 109 184]
  [ 70 110 185]
  ...
  [131 163 204]
  [143 176 215]
  [156 187 226]]

 [[ 59 101 176]
  [ 62 102 177]
  [ 64 104 179]
  ...
  [128 160 203]
  [128 160 201]
  [140 170 211]]

 ...

 [[ 73 105 164]
  [ 67  95 155]
  [ 66  95 152]
  ...
  [ 45 110 179]
  [ 53 117 188]
  [ 53 117 188]]

 [[ 62  92 151]
  [ 67  95 155]
  [ 79 108 165]
  ...
  [ 46 110 181]
  [ 45 109 180]
  [ 45 109 180]]

 [[ 76 104 164]
  [ 64  93 150]
  [ 63  90 146]
  ...
  [ 56 121 195]
  [ 51 116 190]
  [ 48 114 185]]]",132.1437869822485,1.0,254.0,133.0,126.0
162,Tidjane Thiam,"[[[ 99 103  67]
  [ 97 105  65]
  [ 92 100  60]
  ...
  [ 82  91  58]
  [ 85  96  64]
  [ 92 102  72]]

 [[ 94  98  62]
  [ 91  99  59]
  [ 94 102  62]
  ...
  [ 90  99  66]
  [ 91 102  70]
  [ 93 103  73]]

 [[ 91  95  59]
  [ 92 100  60]
  [100 108  68]
  ...
  [ 89  98  65]
  [ 83  94  62]
  [ 92 102  72]]

 ...

 [[ 94 100  65]
  [ 96 103  66]
  [ 91  98  61]
  ...
  [ 91 102  69]
  [ 99 110  77]
  [ 94 105  72]]

 [[ 98 104  69]
  [100 107  70]
  [ 92  99  62]
  ...
  [ 84  95  62]
  [ 90 101  68]
  [ 82  93  60]]

 [[100 106  71]
  [100 107  70]
  [ 94 101  64]
  ...
  [ 93 104  71]
  [ 87  98  65]
  [ 92 103  70]]]",96.30666666666667,75.0,142.0,96.0,96.0
163,Tim Armstrong,"[[[140 142 200]
  [145 145 205]
  [144 143 205]
  ...
  [ 77  71  76]
  [ 98  94 100]
  [ 33  31  37]]

 [[121 122 182]
  [130 130 190]
  [137 136 200]
  ...
  [ 85  81  86]
  [ 97  98 108]
  [ 82  82  98]]

 [[115 113 172]
  [117 113 172]
  [113 102 174]
  ...
  [ 99  87 117]
  [109  94 138]
  [122 111 151]]

 ...

 [[ 12  15  36]
  [ 24  28  47]
  [ 24  25  45]
  ...
  [ 47  44  46]
  [ 44  41  43]
  [ 59  56  58]]

 [[ 20  26  45]
  [ 13  17  36]
  [ 27  29  47]
  ...
  [ 37  34  36]
  [ 46  43  45]
  [ 51  48  50]]

 [[ 27  31  50]
  [ 27  29  47]
  [ 37  40  55]
  ...
  [ 61  59  59]
  [ 50  48  48]
  [ 62  60  60]]]",79.3343653250774,1.0,245.0,64.0,34.0
165,Timothy J,"[[[130 144 193]
  [135 149 198]
  [131 146 195]
  ...
  [115 130 186]
  [116 130 188]
  [117 132 188]]

 [[134 148 196]
  [135 149 198]
  [124 139 188]
  ...
  [120 135 191]
  [119 132 188]
  [115 130 186]]

 [[137 151 199]
  [129 143 191]
  [118 134 181]
  ...
  [125 140 196]
  [123 136 192]
  [117 132 188]]

 ...

 [[110 132 184]
  [109 130 181]
  [115 138 188]
  ...
  [ 85 114 165]
  [104 132 186]
  [106 134 188]]

 [[112 133 188]
  [111 132 184]
  [115 138 188]
  ...
  [ 95 124 175]
  [104 132 186]
  [104 132 186]]

 [[112 131 188]
  [114 135 187]
  [112 135 185]
  ...
  [105 136 187]
  [103 133 188]
  [ 99 126 182]]]",125.1568,12.0,180.0,131.0,145.0
166,Tony Aquila,"[[[ 65  97 133]
  [ 59  92 131]
  [ 57  89 132]
  ...
  [ 99 131 172]
  [159 171 183]
  [215 213 202]]

 [[ 53  85 121]
  [ 54  87 126]
  [ 53  88 128]
  ...
  [ 96 127 172]
  [156 167 181]
  [212 210 200]]

 [[ 46  76 111]
  [ 49  85 121]
  [ 51  88 126]
  ...
  [ 90 120 169]
  [150 160 178]
  [209 206 198]]

 ...

 [[ 40  56  85]
  [ 37  57  88]
  [ 34  59  91]
  ...
  [158 172 184]
  [206 207 203]
  [214 211 197]]

 [[ 36  53  80]
  [ 33  55  80]
  [ 30  57  84]
  ...
  [188 197 201]
  [213 212 202]
  [214 209 194]]

 [[ 40  51  78]
  [ 39  52  78]
  [ 37  54  81]
  ...
  [213 208 205]
  [212 209 204]
  [211 208 203]]]",120.23048668503213,22.0,210.0,123.0,140.0
167,Toxey Haas,"[[[168 194 241]
  [166 192 239]
  [162 190 237]
  ...
  [ 30  55  81]
  [ 32  56  84]
  [ 24  50  80]]

 [[158 186 233]
  [155 183 230]
  [152 182 229]
  ...
  [ 34  59  85]
  [ 32  56  84]
  [ 28  54  84]]

 [[148 179 224]
  [141 171 218]
  [131 164 210]
  ...
  [ 36  60  88]
  [ 32  56  84]
  [ 28  54  84]]

 ...

 [[117 154 206]
  [116 153 205]
  [120 157 209]
  ...
  [105 144 196]
  [ 99 138 190]
  [ 90 130 182]]

 [[118 152 205]
  [111 147 201]
  [115 151 205]
  ...
  [106 146 195]
  [ 98 138 187]
  [ 87 126 178]]

 [[117 151 204]
  [115 151 205]
  [116 152 206]
  ...
  [107 147 196]
  [ 99 139 188]
  [ 92 131 183]]]",155.96810699588477,47.0,251.0,167.0,172.0
168,Vasant Narasimhan,"[[[121 111  63]
  [115 105  57]
  [110 102  55]
  ...
  [ 69  62  67]
  [ 91  84  89]
  [110 103 108]]

 [[116 106  58]
  [111 101  53]
  [110 102  55]
  ...
  [ 64  57  62]
  [111 104 109]
  [122 115 120]]

 [[117 105  57]
  [113 103  55]
  [114 106  59]
  ...
  [ 76  69  74]
  [107 100 105]
  [ 93  86  91]]

 ...

 [[ 83  75  76]
  [ 82  74  75]
  [ 89  80  83]
  ...
  [ 85  78  83]
  [ 95  88  93]
  [ 74  67  72]]

 [[ 83  75  76]
  [ 82  73  76]
  [ 87  78  81]
  ...
  [ 88  81  86]
  [ 88  81  86]
  [ 79  72  77]]

 [[ 86  78  79]
  [ 71  62  65]
  [ 70  61  64]
  ...
  [ 98  91  96]
  [ 96  89  94]
  [ 84  77  82]]]",87.695625,59.0,121.0,87.0,86.0
169,Vijay K,"[[[ 98 115 182]
  [103 122 189]
  [103 122 189]
  ...
  [128 126 172]
  [159 157 199]
  [160 157 189]]

 [[101 118 185]
  [104 123 190]
  [102 121 188]
  ...
  [122 119 168]
  [155 153 195]
  [164 163 197]]

 [[105 122 189]
  [107 126 193]
  [104 123 190]
  ...
  [117 114 163]
  [145 143 185]
  [160 159 193]]

 ...

 [[102 100 136]
  [ 84  83 123]
  [ 90  89 129]
  ...
  [118 120 160]
  [133 135 175]
  [110 109 149]]

 [[100  98 134]
  [ 91  87 128]
  [ 91  87 128]
  ...
  [ 96  99 137]
  [114 117 155]
  [ 99  98 138]]

 [[ 92  90 126]
  [100  97 136]
  [ 91  88 127]
  ...
  [109 113 148]
  [121 123 158]
  [118 117 156]]]",119.6595061728395,10.0,248.0,127.0,141.0
170,Vince McMahon,"[[[121 139 180]
  [122 138 184]
  [124 139 188]
  ...
  [155 168 212]
  [148 164 207]
  [144 160 203]]

 [[125 143 184]
  [128 144 190]
  [128 144 191]
  ...
  [155 169 211]
  [146 162 205]
  [141 157 200]]

 [[130 149 187]
  [134 150 193]
  [131 145 193]
  ...
  [144 159 198]
  [150 164 206]
  [150 164 206]]

 ...

 [[ 56  61  86]
  [ 47  54  81]
  [ 52  59  86]
  ...
  [ 84  89 128]
  [ 98 104 147]
  [ 91  97 142]]

 [[ 67  74  99]
  [ 58  65  92]
  [ 51  58  85]
  ...
  [100 105 144]
  [ 98 104 147]
  [ 99 105 150]]

 [[ 84  91 118]
  [ 77  83 112]
  [ 62  70  99]
  ...
  [112 115 153]
  [107 113 156]
  [110 116 163]]]",146.908574448408,3.0,212.0,159.0,195.0
171,Vittorio Colao,"[[[ 65  37 167]
  [ 70  42 195]
  [ 71  44 207]
  ...
  [ 66  33 167]
  [ 62  28 166]
  [ 61  30 159]]

 [[ 69  42 145]
  [ 73  45 174]
  [ 79  50 189]
  ...
  [ 72  38 176]
  [ 68  34 172]
  [ 71  37 167]]

 [[ 62  36 106]
  [ 68  40 130]
  [ 73  44 143]
  ...
  [ 76  47 187]
  [ 78  44 185]
  [ 79  46 181]]

 ...

 [[ 58  35 197]
  [ 64  33 188]
  [ 65  35 184]
  ...
  [ 77  50 130]
  [ 72  46  94]
  [ 74  48  66]]

 [[ 64  38 198]
  [ 67  34 202]
  [ 70  36 200]
  ...
  [ 69  41 117]
  [ 73  46  89]
  [ 77  53  63]]

 [[ 65  43 199]
  [ 65  30 204]
  [ 66  32 203]
  ...
  [ 72  42 118]
  [ 78  52  92]
  [ 86  63  68]]]",75.29847645429363,39.0,107.0,77.0,82.0
172,Warren Buffett,"[[[ 66  63 112]
  [ 65  62 111]
  [ 84  81 130]
  ...
  [120 156 210]
  [122 156 209]
  [117 151 204]]

 [[ 66  63 113]
  [ 70  67 117]
  [ 79  76 125]
  ...
  [114 150 204]
  [117 151 204]
  [117 151 204]]

 [[ 71  68 118]
  [ 80  77 127]
  [ 71  68 117]
  ...
  [114 150 204]
  [115 149 202]
  [115 149 202]]

 ...

 [[ 99 115 181]
  [ 97 116 183]
  [ 92 114 186]
  ...
  [ 94 129 195]
  [ 96 130 196]
  [ 91 125 191]]

 [[ 86 104 169]
  [ 93 112 179]
  [ 82 104 175]
  ...
  [ 90 126 190]
  [ 90 124 190]
  [ 86 121 185]]

 [[ 87 109 175]
  [ 77  98 166]
  [ 93 116 184]
  ...
  [ 90 127 189]
  [ 88 123 187]
  [ 87 122 185]]]",116.75815111842256,1.0,252.0,129.0,165.0
173,William H,"[[[49 34 31]
  [51 36 33]
  [50 35 32]
  ...
  [40 25 22]
  [40 25 22]
  [40 25 22]]

 [[48 33 30]
  [49 34 31]
  [48 33 30]
  ...
  [38 23 20]
  [41 26 23]
  [42 27 24]]

 [[47 32 29]
  [49 34 31]
  [49 34 31]
  ...
  [38 23 20]
  [39 24 21]
  [41 26 23]]

 ...

 [[44 29 27]
  [44 29 27]
  [42 27 25]
  ...
  [37 24 22]
  [35 22 20]
  [36 23 21]]

 [[45 30 28]
  [45 30 28]
  [43 28 26]
  ...
  [38 25 23]
  [36 23 21]
  [36 23 21]]

 [[45 30 28]
  [45 30 28]
  [44 29 27]
  ...
  [39 26 24]
  [37 24 22]
  [37 24 22]]]",30.562833748665007,23.0,44.0,30.0,30.0
